,Team,No,Name,7mPGoals,7mPMissed,6mCGoals,6mCMissed,WingGoals,WingMissed,BTGoals,BTMissed,FBGoals,FBMissed,FTOGoals,FTOMissed,9mGoals,9mMissed,RC,2M,2+2,AS,R7,ST,BS,P7,TO,Time,scoring,Position,topk,top1
357,SUI,6,Cédrie Tynowski,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,137.0,0,RW,0,0
358,ESP,36,Ian Tarrafeta Serrano,0,0,3,3,0,0,1,0,0,0,8,1,0,0,0,1,0,3,0,0,0,0,0,42.0,0,CB,0,0
359,MNE,87,Vuko Borozan,0,0,2,3,0,0,2,1,1,0,0,0,12,15,0,1,0,7,0,3,0,0,6,111.0,0,LB,0,0
360,CZE,77,Daniel Režnický,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,LP,0,0
361,NOR,19,Kristian Bjørnsen,0,0,2,2,14,6,0,0,9,2,1,1,0,0,0,1,0,2,0,0,0,0,1,342.0,0,RW,0,0
362,BIH,12,Benjamin Buric,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,75.0,0,GK,0,0
363,GEO,12,Zurab Tsintsadze,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,122.0,0,GK,0,0
364,GER,15,Juri Knorr,14,5,13,3,0,1,8,1,3,1,2,3,10,24,0,1,0,33,0,3,0,0,17,331.0,0,CB,1,1
365,SLO,3,Blaz Blagotinsek,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,2,0,2,186.0,0,LP,0,0
366,NED,33,Thomas Houtepen,0,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,1,52.0,0,CB,0,0
367,MKD,26,Nikola Kosteski,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,LW,0,0
368,SLO,92,Jernej Drobez,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,61.0,0,LP,0,0
369,SUI,23,Lukas Laube,0,0,9,2,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,154.0,0,LP,0,0
370,DEN,26,Johan a Plogv Hansen,0,0,0,0,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0,0,RW,0,0
371,MKD,79,David Savrevski,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,RB,0,0
372,CRO,25,Tomislav Kusan,0,0,8,1,0,0,0,0,0,0,1,1,0,1,0,3,0,1,0,1,4,0,1,135.0,0,LP,0,0
373,POR,30,Fábio Silva,0,0,6,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46.0,0,LP,0,0
374,GEO,11,Giorgi Tskhovrebadze,7,3,1,0,0,0,1,1,0,0,1,1,11,15,0,0,0,3,0,2,0,0,7,136.0,0,RB,0,0
375,MKD,55,Petar Atanasijevikj,0,0,0,1,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,97.0,0,LW,0,0
376,SUI,4,Lenny Rubin,0,0,0,0,0,0,2,0,1,1,0,0,4,12,0,1,0,5,0,2,2,0,6,117.0,0,LB,0,0
377,ROU,4,Daniel Stanciuc,0,0,4,1,0,0,3,3,0,0,0,0,0,1,0,0,0,11,0,0,0,0,6,105.0,0,LB,0,0
379,SLO,23,Miha Zarabec,1,0,7,1,1,0,7,3,1,0,1,1,4,4,0,0,0,15,0,1,1,0,11,176.0,0,CB,0,0
380,ESP,18,Imanol Garciandia Alustiza,0,0,1,1,0,0,0,0,0,0,4,1,4,3,0,0,0,4,0,0,1,0,0,56.0,0,RB,0,0
382,DEN,12,Emil Nielsen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,284.0,0,GK,1,0
383,AUT,30,Boris Zivkovic,0,0,2,6,0,0,4,3,0,0,5,1,4,8,0,0,0,15,0,0,1,0,12,179.0,0,RB,0,0
384,POL,28,Maciej Gebala,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,79.0,0,LP,0,0
385,POR,10,Miguel Martins,0,0,3,4,0,0,2,2,0,0,0,0,9,9,0,1,0,10,0,0,0,0,12,158.0,0,CB,0,0
386,ISL,11,Ýmir Gíslason,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,106.0,0,LP,0,0
387,ISL,7,Viggó Kristjánsson,10,3,2,2,0,0,5,0,4,0,3,3,5,8,0,2,0,13,0,0,0,0,7,202.0,0,RB,0,0
388,BIH,40,Harun Hodzic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,GK,0,0
389,ISL,17,Stiven Tobar Valencia,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,93.0,0,LW,0,0
390,DEN,27,Michael Damgaard Nielsen,0,0,3,6,0,0,4,1,0,0,0,0,10,11,0,0,0,3,0,0,0,0,4,95.0,0,LB,0,0
391,ROU,31,Radu Cristian Ghita,0,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,13.0,0,RB,0,0
392,ESP,10,Alex Dujshebaev Dovichebaeva,0,0,1,0,0,0,2,1,0,0,1,0,1,3,0,0,0,6,0,0,0,0,0,45.0,0,RB,0,0
393,CZE,18,Vit Reichl,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,56.0,0,LP,0,0
394,GEO,24,Zurab Gogava,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,1,25.0,0,RB,0,0
395,SUI,8,Manuel Zehnder,1,1,2,1,0,0,4,2,0,0,1,2,5,7,0,0,0,4,0,1,0,0,5,97.0,0,LB,0,0
396,CRO,58,Zvonimir Srna,0,0,5,0,0,0,2,0,3,0,0,2,10,12,1,5,0,19,0,1,3,0,16,238.0,0,LB,0,0
397,HUN,45,Miklós Rosta,4,2,18,2,0,0,0,0,0,0,1,1,0,0,0,2,0,3,0,0,0,0,2,82.0,0,LP,0,0
398,ESP,51,Miguel Sanchez-Migallon Naranjo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,LW,0,0
399,CRO,2,Lovro Mihic,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,81.0,0,LW,0,0
400,HUN,66,Máté Lékai,9,6,6,6,0,0,9,2,0,1,3,3,2,10,0,2,0,18,0,1,0,0,19,251.0,0,CB,0,0
401,ISL,24,Teitur Örn Einarsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,RB,0,0
402,BIH,35,Marko Majstorovic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,25.0,0,LW,0,0
404,HUN,77,Egon Hanusz,0,0,2,0,0,0,4,1,1,0,0,0,1,1,0,1,0,5,0,0,0,0,3,55.0,0,CB,0,0
405,CRO,51,Ivan Martinovic,0,0,0,0,0,0,8,0,0,0,2,2,0,2,0,0,0,4,0,1,0,0,2,68.0,0,RB,0,0
406,SLO,27,Kristjan Horzen,0,0,21,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,3,79.0,0,LP,0,0
407,CRO,57,Filip Glavaš,6,1,2,0,7,3,0,0,3,0,0,1,0,0,0,2,0,1,0,0,0,0,2,146.0,0,RW,0,0
408,NOR,21,Magnus Gullerud,0,0,19,7,0,0,0,0,1,0,1,1,0,0,0,4,0,2,0,2,3,0,2,190.0,0,LP,0,0
409,MNE,13,Mirko Radovic,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,0,RW,0,0
410,HUN,2,Adrián Sipos,0,0,2,3,0,0,0,0,2,0,0,0,0,0,1,8,0,2,0,3,9,0,1,233.0,0,LP,0,0
411,FRA,1,Samir Bellahcene,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,301.0,0,GK,1,0
412,FRA,16,Charles Bolzinger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,57.0,0,GK,0,0
413,GER,4,Johannes Golla,0,0,25,9,0,0,0,0,3,2,3,4,0,0,0,5,0,7,0,9,6,0,7,419.0,0,LP,1,0
414,FRA,23,Ludovic Fabregas,0,0,37,5,0,0,0,0,5,0,2,2,0,1,1,7,0,13,0,3,5,0,2,354.0,0,LP,1,1
415,GRE,15,Achilleas Toskas,0,0,0,1,0,0,2,0,0,0,0,0,8,8,0,0,0,4,0,0,0,0,8,94.0,0,RB,0,0
416,ESP,1,Gonzalo Perez de Vargas Moreno,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,140.0,0,GK,0,0
417,SRB,46,Dragan Pechmalbec,0,0,7,0,0,0,0,0,2,1,0,0,0,0,0,3,0,1,0,2,1,0,2,97.0,0,LP,0,0
418,NED,17,Kaj Geenen,0,0,0,0,7,3,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,2,64.0,0,LW,0,0
419,POL,36,Dawid Dawydzik,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,35.0,0,LP,0,0
420,ROU,1,Ionut Ciprian Iancu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,92.0,0,GK,0,0
421,FRA,22,Luka Karabatic,0,0,4,2,0,0,0,0,0,0,0,0,2,0,0,4,0,4,0,2,5,0,3,266.0,0,LP,0,0
422,POR,51,Pedro Oliveira,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,0,83.0,0,LW,0,0
423,HUN,27,Bence Bánhidi,0,0,29,11,1,0,2,0,0,0,0,0,0,0,1,3,0,11,0,0,1,0,7,256.0,0,LP,1,0
424,FRA,10,Dika Mem,0,0,5,7,0,0,7,3,4,1,3,3,30,16,0,5,0,21,0,5,4,0,11,374.0,0,RB,1,0
425,MNE,7,Stefan Cavor,0,0,0,0,0,0,0,1,0,0,0,0,3,5,0,2,0,3,0,0,0,0,2,58.0,0,RB,0,0
426,ESP,4,Iñaki Peciña Tome,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,67.0,0,LP,0,0
427,GRE,28,Anastasios Papadionysiou,0,0,4,1,0,0,0,0,1,0,1,1,0,0,0,2,0,1,0,0,0,0,0,67.0,0,LP,0,0
428,MNE,27,Luka Radovic,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,2,0,2,0,3,0,0,3,109.0,0,RW,0,0
429,HUN,10,Zsolt Krakovszki,0,0,0,0,3,5,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,89.0,0,RW,0,0
430,SRB,20,Miljan Pušica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,72.0,0,LB,0,0
431,SWE,2,Jonathan Carlsbogard,0,0,7,0,0,0,8,2,0,0,1,1,3,8,0,2,0,11,0,1,5,0,6,330.0,0,LB,0,0
432,BIH,14,Mirsad Terzic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,71.0,0,CB,0,0
433,CZE,32,Vojtech Patzel,2,2,0,0,0,0,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,70.0,0,LB,0,0
434,GEO,18,Erekle Arsenashvili,0,0,15,2,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,0,2,0,3,141.0,0,LP,0,0
435,BIH,21,Nedim Hadzic,3,1,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,1,0,0,0,0,3,54.0,0,RB,0,0
436,AUT,20,Sebastian Frimmel,2,3,0,0,9,7,0,0,4,0,4,0,0,1,0,3,0,0,0,2,0,0,2,363.0,0,LW,1,0
437,FRA,29,Benoit Kounkoud,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,110.0,0,RW,0,0
438,HUN,1,Arián Andó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,0,GK,0,0
