,Team,No,Name,7mPGoals,7mPMissed,6mCGoals,6mCMissed,WingGoals,WingMissed,BTGoals,BTMissed,FBGoals,FBMissed,FTOGoals,FTOMissed,9mGoals,9mMissed,RC,2M,2+2,AS,R7,ST,BS,P7,TO,Time,scoring,Position,topk,top1
379,SWE,7,Linn Blohm,0,0,11,7,0,0,0,0,4,0,1,1,0,0,0,5,0,10,0,6,4,0,6,303.0,0,LP,0,0
380,UKR,37,Valeriia Nesterenko,0,1,2,0,0,0,2,1,1,0,0,0,6,10,0,0,0,0,0,1,0,0,11,83.0,0,LB,0,0
381,SLO,5,Elena Erceg,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,39.0,0,RW,0,0
382,POL,39,Natalia Agnieszka Nosek,0,0,1,3,0,0,0,0,0,0,0,0,5,6,0,1,0,3,0,1,0,0,3,96.0,0,RB,0,0
383,SRB,31,Katarina Bojicic,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,4,73.0,0,LP,0,0
384,HUN,52,Gréta Éva Juhász,0,0,1,0,0,0,0,2,0,0,0,1,3,1,0,0,0,2,0,0,0,0,5,26.0,0,LB,0,0
385,FRA,99,Hatadou Sako,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,132.0,0,GK,0,0
386,MNE,1,Marina Rajcic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.0,0,GK,0,0
387,NOR,14,Kristine Breistøl,0,0,5,2,0,0,2,0,1,0,2,2,11,13,0,5,0,12,0,3,5,0,11,153.0,0,LB,0,0
389,HUN,48,Dorottya Faluvégi,0,0,1,0,8,4,0,0,0,0,2,2,0,0,0,2,0,1,0,2,0,0,4,128.0,0,RW,0,0
390,POR,88,Neide Duarte,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,114.0,0,RW,0,0
391,UKR,16,Viktoriia Saltaniuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,0,GK,0,0
393,NOR,21,Ingvild Kristiansen Bakkerud,0,0,0,2,0,0,4,1,2,0,0,0,6,6,0,5,0,12,0,3,5,0,6,168.0,0,LB,0,0
394,ESP,70,Carmen Arroyo Pimienta,0,0,0,0,0,0,1,0,1,0,2,2,0,1,0,1,0,2,0,2,2,0,2,75.0,0,LB,0,0
395,GER,29,Antje Döll,1,1,1,0,4,5,0,0,1,0,0,0,0,0,0,3,0,0,0,5,0,0,1,167.0,0,LW,0,0
396,ISL,5,Rut Arfjörð Jonsdottir,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6.0,0,RB,0,0
397,HUN,77,Petra Anna Simon,3,2,4,3,0,0,12,4,1,0,0,0,6,5,0,2,0,23,0,2,0,0,16,213.0,0,CB,1,0
398,CZE,24,Eliška Desortová,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,1,0,0,1,16.0,0,LB,0,0
399,AUT,29,Ines Ivancok-Soltic,3,3,6,1,0,0,0,0,4,0,0,0,4,4,0,1,0,3,0,2,4,0,4,112.0,0,LB,0,0
400,SUI,32,Seraina Kuratli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,0,GK,0,0
401,FAR,2,Elsa Egholm,0,0,1,2,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,0,0,2,71.0,0,LB,0,0
402,AUT,9,Patricia Kovács,2,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,2,66.0,0,CB,0,0
403,NOR,24,Sanna Charlotte Solberg-Isaksen,0,0,2,2,15,1,1,0,7,1,0,0,0,0,0,2,0,1,0,1,0,0,1,276.0,0,LW,0,0
404,NED,17,Catharina Agatha Anna Molenaar,2,0,1,1,0,0,3,0,0,0,1,1,1,1,0,1,0,5,0,0,1,0,4,55.0,0,LB,0,0
405,HUN,42,Katrin Gitta Klujber,28,5,8,11,1,0,3,3,0,0,5,7,15,22,0,3,0,28,0,7,1,0,12,322.0,0,RB,1,1
406,MNE,11,Ivana Godec,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,1,0,0,137.0,0,LP,0,0
407,DEN,42,Michala Elsberg Møller,3,4,5,6,0,0,10,2,3,0,1,1,5,3,0,5,0,24,0,3,1,0,11,369.0,0,RB,1,0
408,CZE,44,Dominika Zachova,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,92.0,0,RW,0,0
409,NOR,6,Maren Nyland Aardahl,0,0,14,5,0,0,0,0,1,1,3,4,0,1,0,3,0,8,0,4,3,0,4,300.0,0,LP,0,0
410,SVK,77,Barbora Jakubíková,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,0,GK,0,0
411,DEN,12,Anna Opstrup Kristensen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,344.0,0,GK,1,1
412,SRB,6,Una Obrenovic,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18.0,0,CB,0,0
413,SLO,44,Blazka Hauptman,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,CB,0,0
414,AUT,22,Stefanie Kaiser,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,26.0,0,LP,0,0
415,TUR,37,Ceren Demirçelen,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,1,0,5,101.0,0,GK,0,0
416,FAR,4,Brynhild Pálsdóttir,0,0,2,0,4,6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,81.0,0,RW,0,0
417,SRB,29,Natasa Lovric,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,66.0,0,RW,0,0
418,ROU,71,Alicia Maria Gogirla,0,0,3,1,0,0,1,0,0,0,0,0,3,10,0,1,0,8,0,1,1,0,6,71.0,0,RB,0,0
419,CZE,35,Valerie Smetková,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,2,0,2,0,0,0,0,3,42.0,0,RB,0,0
420,SUI,13,Era Baumann,4,2,1,1,5,6,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,163.0,0,LW,0,0
422,SLO,4,Erin Novak,0,1,0,0,0,0,2,0,0,0,0,0,1,4,0,1,0,1,0,0,2,0,1,85.0,0,LB,0,0
423,SWE,23,Emma Lindqvist,0,0,10,2,0,0,14,7,3,1,0,0,10,8,0,3,0,16,0,7,3,0,18,380.0,0,CB,0,0
424,ESP,62,Paula Arcos Poveda,0,0,2,5,0,0,3,1,1,0,2,2,0,2,0,0,0,10,0,3,0,0,5,131.0,0,LB,0,0
425,SLO,29,Živa Copi,0,0,0,1,6,4,0,0,1,1,0,0,0,0,0,3,0,1,0,0,0,0,0,133.0,0,RW,0,0
426,ISL,28,Steinunn Björnsdóttir,0,0,4,0,0,0,0,0,1,0,1,4,0,0,0,2,0,4,0,1,0,0,3,147.0,0,LP,0,0
427,NED,14,Judith Van der Helm,0,0,1,0,0,0,1,0,1,1,0,1,9,2,1,10,0,4,0,6,6,0,6,228.0,0,LB,0,0
428,FRA,21,Orlane Kanor,0,0,3,2,0,0,0,0,1,1,1,1,7,11,1,2,0,5,0,0,1,0,7,107.0,0,LB,0,0
429,MNE,37,Nina Bulatovic,0,0,0,1,6,9,0,0,4,0,0,0,0,0,0,5,0,6,0,11,1,0,1,373.0,0,LW,0,0
430,SWE,17,Nina Dano,0,0,2,3,0,0,1,0,0,1,0,0,2,3,0,2,0,4,0,0,0,0,6,105.0,0,RB,0,0
431,SRB,91,Tatjana Cinku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0,0,GK,0,0
432,SVK,61,Iryna Yablonska Bobal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.0,0,GK,0,0
435,SUI,21,Malin Altherr,0,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,3,26.0,0,RB,0,0
436,HUN,16,Blanka Böde-Bíró,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.0,0,GK,0,0
438,FRA,32,Sarah Bouktit,5,1,6,3,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,1,1,0,3,117.0,0,CB,0,0
439,DEN,32,Mie Enggrob Højlund,0,0,5,7,0,0,13,5,0,0,0,0,2,6,0,3,0,17,0,0,1,0,11,160.0,0,RB,0,0
440,FRA,4,Pauline Coatanea,0,0,0,1,4,3,1,0,7,0,0,0,0,0,0,3,0,2,0,2,0,0,2,117.0,0,RW,0,0
441,MKD,12,Dragana Petkovska,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.0,0,GK,0,0
442,GER,8,Nina Engel,0,0,5,3,0,0,11,4,2,0,1,1,4,5,0,0,0,4,0,2,0,0,8,209.0,0,RB,0,0
443,FRA,12,Floriane Andre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,30.0,0,GK,0,0
444,SLO,17,Nataša Ljepoja,2,0,22,4,0,0,0,0,1,0,3,3,0,0,0,10,0,5,0,2,1,0,4,299.0,0,LP,1,0
445,GER,23,Annika Lott,0,0,4,1,0,0,3,2,2,0,0,0,6,5,0,1,0,23,0,3,2,0,9,118.0,0,CB,0,0
446,DEN,6,Helena Elver Hagesø,0,0,9,5,0,1,19,3,0,0,0,0,2,5,0,0,0,26,0,1,1,0,27,182.0,0,CB,1,0
447,TUR,9,Asli Iskit-Caliskan,3,2,1,1,0,0,1,0,2,0,0,0,3,6,0,1,0,7,0,1,0,0,9,125.0,0,LB,0,0
